"Year,Month,Labor_Force,Employed,Unemployed,Rate"
"2008	Jan	18033755(S)	16959230(S)	1074525(S)	6.0(S)"
"2008	Feb	18055339(S)	16957546(S)	1097793(S)	6.1(S)"
"2008	Mar	18079265(S)	16950002(S)	1129263(S)	6.2(S)"
"2008	Apr	18107051(S)	16936408(S)	1170643(S)	6.5(S)"
"2008	May	18139327(S)	16918510(S)	1220817(S)	6.7(S)"
"2008	Jun	18175008(S)	16898444(S)	1276564(S)	7.0(S)"
"2008	Jul	18209191(S)	16875741(S)	1333450(S)	7.3(S)"
"2008	Aug	18237890(S)	16848007(S)	1389883(S)	7.6(S)"
"2008	Sep	18260708(S)	16810826(S)	1449882(S)	7.9(S)"
"2008	Oct	18278674(S)	16760254(S)	1518420(S)	8.3(S)"
"2008	Nov	18290767(S)	16694115(S)	1596652(S)	8.7(S)"
"2008	Dec	18295790(S)	16614164(S)	1681626(S)	9.2(S)"
"2009	Jan	18293381(S)	16525770(S)	1767611(S)	9.7(S)"
"2009	Feb	18286012(S)	16436941(S)	1849071(S)	10.1(S)"
"2009	Mar	18276718(S)	16357536(S)	1919182(S)	10.5(S)"
"2009	Apr	18265805(S)	16291967(S)	1973838(S)	10.8(S)"
"2009	May	18251000(S)	16235880(S)	2015120(S)	11.0(S)"
"2009	Jun	18232811(S)	16184887(S)	2047924(S)	11.2(S)"
"2009	Jul	18210977(S)	16135173(S)	2075804(S)	11.4(S)"
"2009	Aug	18185991(S)	16085598(S)	2100393(S)	11.5(S)"
"2009	Sep	18162947(S)	16040179(S)	2122768(S)	11.7(S)"
"2009	Oct	18147271(S)	16003108(S)	2144163(S)	11.8(S)"
"2009	Nov	18148264(S)	15981007(S)	2167257(S)	11.9(S)"
"2009	Dec	18172283(S)	15979281(S)	2193002(S)	12.1(S)"
"2010	Jan	18214520(S)	15997913(S)	2216607(S)	12.2(S)"
"2010	Feb	18262083(S)	16028580(S)	2233503(S)	12.2(S)"
"2010	Mar	18304098(S)	16061366(S)	2242732(S)	12.3(S)"
"2010	Apr	18335653(S)	16090440(S)	2245213(S)	12.2(S)"
"2010	May	18353688(S)	16112833(S)	2240855(S)	12.2(S)"
"2010	Jun	18358525(S)	16124135(S)	2234390(S)	12.2(S)"
"2010	Jul	18356993(S)	16123990(S)	2233003(S)	12.2(S)"
"2010	Aug	18356485(S)	16117692(S)	2238793(S)	12.2(S)"
"2010	Sep	18358124(S)	16110216(S)	2247908(S)	12.2(S)"
"2010	Oct	18362121(S)	16108305(S)	2253816(S)	12.3(S)"
"2010	Nov	18365212(S)	16114079(S)	2251133(S)	12.3(S)"
"2010	Dec	18364493(S)	16125892(S)	2238601(S)	12.2(S)"
"2011	Jan	18363014(S)	16142515(S)	2220499(S)	12.1(S)"
"2011	Feb	18362012(S)	16160153(S)	2201859(S)	12.0(S)"
"2011	Mar	18360392(S)	16174823(S)	2185569(S)	11.9(S)"
"2011	Apr	18360297(S)	16185015(S)	2175282(S)	11.8(S)"
"2011	May	18367442(S)	16194332(S)	2173110(S)	11.8(S)"
"2011	Jun	18383605(S)	16209240(S)	2174365(S)	11.8(S)"
"2011	Jul	18407886(S)	16235500(S)	2172386(S)	11.8(S)"
"2011	Aug	18436089(S)	16272656(S)	2163433(S)	11.7(S)"
"2011	Sep	18461927(S)	16316061(S)	2145866(S)	11.6(S)"
"2011	Oct	18481109(S)	16359672(S)	2121437(S)	11.5(S)"
"2011	Nov	18489447(S)	16396794(S)	2092653(S)	11.3(S)"
"2011	Dec	18486653(S)	16423914(S)	2062739(S)	11.2(S)"
"2012	Jan	18478244(S)	16442867(S)	2035377(S)	11.0(S)"
"2012	Feb	18472694(S)	16459497(S)	2013197(S)	10.9(S)"
"2012	Mar	18474388(S)	16476663(S)	1997725(S)	10.8(S)"
"2012	Apr	18480818(S)	16496074(S)	1984744(S)	10.7(S)"
"2012	May	18491774(S)	16522575(S)	1969199(S)	10.6(S)"
"2012	Jun	18506306(S)	16558495(S)	1947811(S)	10.5(S)"
"2012	Jul	18522031(S)	16602505(S)	1919526(S)	10.4(S)"
"2012	Aug	18540096(S)	16651465(S)	1888631(S)	10.2(S)"
"2012	Sep	18563262(S)	16702042(S)	1861220(S)	10.0(S)"
"2012	Oct	18586398(S)	16748317(S)	1838081(S)	9.9(S)"
"2012	Nov	18605146(S)	16786723(S)	1818423(S)	9.8(S)"
"2012	Dec	18616736(S)	16817255(S)	1799481(S)	9.7(S)"
"2013	Jan	18615393(B)	16835906(B)	1779487(B)	9.6(B)"
"2013	Feb	18614456(B)	16856557(B)	1757899(B)	9.4(B)"
"2013	Mar	18614695(B)	16880238(B)	1734457(B)	9.3(B)"
"2013	Apr	18622241(B)	16910983(B)	1711258(B)	9.2(B)"
"2013	May	18634480(B)	16942752(B)	1691728(B)	9.1(B)"
"2013	Jun	18645876(B)	16968882(B)	1676994(B)	9.0(B)"
"2013	Jul	18652081(B)	16987525(B)	1664556(B)	8.9(B)"
"2013	Aug	18647231(B)	17000090(B)	1647141(B)	8.8(B)"
"2013	Sep	18632088(B)	17010624(B)	1621464(B)	8.7(B)"
"2013	Oct	18617976(B)	17024977(B)	1592999(B)	8.6(B)"
"2013	Nov	18614669(B)	17048438(B)	1566231(B)	8.4(B)"
"2013	Dec	18623953(B)	17081350(B)	1542603(B)	8.3(B)"
"2014	Jan	18642581(B)	17122261(B)	1520320(B)	8.2(B)"
"2014	Feb	18664989(B)	17167589(B)	1497400(B)	8.0(B)"
"2014	Mar	18687420(B)	17211927(B)	1475493(B)	7.9(B)"
"2014	Apr	18705628(B)	17250516(B)	1455112(B)	7.8(B)"
"2014	May	18720579(B)	17286313(B)	1434266(B)	7.7(B)"
"2014	Jun	18738878(B)	17325552(B)	1413326(B)	7.5(B)"
"2014	Jul	18761768(B)	17367972(B)	1393796(B)	7.4(B)"
"2014	Aug	18789997(B)	17413131(B)	1376866(B)	7.3(B)"
"2014	Sep	18820557(B)	17459316(B)	1361241(B)	7.2(B)"
"2014	Oct	18845275(B)	17502647(B)	1342628(B)	7.1(B)"
"2014	Nov	18858565(B)	17538990(B)	1319575(B)	7.0(B)"
"2014	Dec	18864959(B)	17568792(B)	1296167(B)	6.9(B)"
"2015	Jan	18869738(B)	17594160(B)	1275578(B)	6.8(B)"
"2015	Feb	18875876(B)	17616950(B)	1258926(B)	6.7(B)"
"2015	Mar	18884659(B)	17641582(B)	1243077(B)	6.6(B)"
"2015	Apr	18893637(B)	17668653(B)	1224984(B)	6.5(B)"
"2015	May	18898102(B)	17694738(B)	1203364(B)	6.4(B)"
"2015	Jun	18894808(B)	17716426(B)	1178382(B)	6.2(B)"
"2015	Jul	18887968(B)	17735253(B)	1152715(B)	6.1(B)"
"2015	Aug	18883260(B)	17753613(B)	1129647(B)	6.0(B)"
"2015	Sep	18885350(B)	17775211(B)	1110139(B)	5.9(B)"
"2015	Oct	18900681(B)	17805009(B)	1095672(B)	5.8(B)"
"2015	Nov	18930454(B)	17843177(B)	1087277(B)	5.7(B)"
"2015	Dec	18966230(B)	17884555(B)	1081675(B)	5.7(B)"
"2016	Jan	18998578(B)	17922727(B)	1075851(B)	5.7(B)"
"2016	Feb	19023416(B)	17953960(B)	1069456(B)	5.6(B)"
"2016	Mar	19039622(B)	17977540(B)	1062082(B)	5.6(B)"
"2016	Apr	19051354(B)	17996254(B)	1055100(B)	5.5(B)"
"2016	May	19065156(B)	18014848(B)	1050308(B)	5.5(B)"
"2016	Jun	19082915(B)	18035934(B)	1046981(B)	5.5(B)"
"2016	Jul	19103647(B)	18060098(B)	1043549(B)	5.5(B)"
"2016	Aug	19124648(B)	18084549(B)	1040099(B)	5.4(B)"
"2016	Sep	19143818(B)	18106157(B)	1037661(B)	5.4(B)"
"2016	Oct	19158646(B)	18124364(B)	1034282(B)	5.4(B)"
"2016	Nov	19170812(B)	18143450(B)	1027362(B)	5.4(B)"
"2016	Dec	19183170(B)	18166768(B)	1016402(B)	5.3(B)"
"2017	Jan	19197424(B)	18194877(B)	1002547(B)	5.2(B)"
"2017	Feb	19213870(B)	18227872(B)	985998(B)	5.1(B)"
"2017	Mar	19231489(B)	18262184(B)	969305(B)	5.0(B)"
"2017	Apr	19252075(B)	18298037(B)	954038(B)	5.0(B)"
"2017	May	19275710(B)	18336124(B)	939586(B)	4.9(B)"
"2017	Jun	19301417(B)	18375569(B)	925848(B)	4.8(B)"
"2017	Jul	19331124(B)	18419983(B)	911141(B)	4.7(B)"
"2017	Aug	19357883(B)	18462776(B)	895107(B)	4.6(B)"
"2017	Sep	19380546(B)	18501320(B)	879226(B)	4.5(B)"
"2017	Oct	19392851(B)	18526266(B)	866585(B)	4.5(B)"
"2017	Nov	19390563(B)	18525773(B)	864790(B)	4.5(B)"
"2017	Dec	19386465(B)	18520093(B)	866372(B)	4.5(B)"
"2018	Jan	19389063	18536734	852329	4.4"
"2018	Feb	19392828	18549799	843029	4.3"
"2018	Mar	19379922	18552167	827755	4.3"
"2018	Apr	19358521	18543030	815491	4.2"
"2018	May	19344513	18536202	808311	4.2"
"2018	Jun	19341314	18527105	814209	4.2"
"2018	Jul	19348046(P)	18540629(P)	807417(P)	4.2(P)"
